category,doc_title
Health,"Infected blood victims set for pounds 400m in compensation : More than 4,000 surviving victims of the contaminated blood scandal should receive provisional compensation of pounds 100,000 each, a judge has said."
Health,"consumers and food security: uncertain or empowered? : provoked by concerns about climate change, resource depletion and economic recession, the concept of food security has experienced a renaissance in international policy and research agendas. despite this interest, the problem of food insecurity in wealthy countries has still not received enough attention. we argue that it is worthy of research and policy focus, because by examining the experiences and perceptions of food security amongst the 'global rich', we can develop more critical understandings of the implications of neoliberal constructions of the consumer as a driving force in moves towards more secure food systems. the paper draws on empirical data from shoppers in the united kingdom to make three key arguments. first, it is important to retain the issue of economic access to food at the heart of discussions of food security, so that the concept is not reduced to the problem of how to increaseÂ â€¦"
Health,"imaging assessments of patients with suspected systemic sclerosis and associated inflammatory lung disease : patients with ssc, also known as scleroderma, experience significant morbidity and mortality [1, 2]. hallmarks of ssc include inflammation, tissue fibrosis, production of certain antibodies and impaired microvascular perfusion. an early diagnosis helps to implement the most appropriate therapy for each patient and thus improve quality of life and survival. some patients can also have linked ild and this also needs careful assessment to stage the severity of disease."
health,"senior conservative mps are urging boris johnson to consider changing the 2m social distancing rule to 1.5m, amid fears for the hospitality sector.  greg clark, chair of the commons science committee, told the daily telegraph it could ""be the difference between people being able to go to work and losing their jobs"".  former chancellor lord lamont said measures which could ""compensate"", such as face masks, should be considered.  other countries have different rules.  while some lockdown measures are being eased across the uk, the social distancing rules, which say people from different households should stay 2m (6ft 6ins) apart from each other, still apply.  however, former business secretary mr clark wrote to the prime minister asking for sage (scientific advisory group for emergencies) to review the rule.  even if sage did not recommend reducing the distance, it would be important for it to ""clarify the rationale"" behind 2m and explain ""why the guidance in the uk differs from so many international comparators,"" mr clark said.  france and italy say people should keep 1m (3ft) apart, as does the world health organization. germany recommends a distance of 1.5m (4ft 11ins), while spain, like the uk, has a 2m rule.  the us advises to keep 6ft apart.  on thursday, england's chief medical officer professor chris whitty reiterated that it was ""really important"" that people stayed 2m away from each other.  speaking to bbc radio 4's today programme, lord lamont called on the advice to be re-examined, saying social distancing was causing ""huge problems"" for the hospitality sector.  ""if you want a single measure that could help the hospitality sector, it would be a reduction in the social distancing from 2m to 1m,"" the tory peer said, but insisted he would not want the government to ""ignore"" scientific and medical advice.  his comments come days after kate nicholls, chief executive of uk hospitality, called for the distance to be reduced even further, to 1m (3ft 4ins).  she said: ""if you have 2m social distancing that's the difference between opening at 30% of normal revenues or 60% with 1m social distancing.""  what does the science say about the 2m rule?  a simple guide is that the closer you are to someone who is infected, the greater the risk.  also the longer a person spends in close proximity with an infected person, the more the chance of catching the virus increases.  sage reported that being exposed for six seconds at 1m is comparable to a one-minute exposure at 2m.  in its latest paper on the issue, from april, it recommends keeping the rule, saying 2m is a ""good measure"" of the distance where the direct person-to-person transmission risk drops significantly.  but it says it should be seen as a ballpark guide to distancing rather than an absolute value.  read more on the science behind the 2m rule here.  former brexit secretary david davis said changes to the government's furlough scheme should be implemented ""in-step"" with a relaxation of the 2m rule.  the government is currently paying 80% of the salaries of 8.4 million uk workers - up to Â£2,500 a month - but from august, employers will have to start sharing the cost.  however mr davis said some firms would be unfairly disadvantaged if they had to shut because they could not social distance, while being forced to start paying towards staff costs again.  speaking on thursday, mr johnson said: ""i must stress that to control the virus, everyone needs to stay alert, act responsibly, strictly observe social distancing rules, and stay 2m apart from those who you do not live with."""
health,"as the crisis has unfolded, scientists have discovered more evidence about a strange and worrying feature of the coronavirus. while many people who become infected develop a cough, fever and loss of taste and smell, others have no symptoms at all and never realise they're carrying covid-19.  researchers say it's vital to understand how many are affected this way and whether ""silent spreaders"" are fuelling the pandemic.  when people gathered at a church in singapore on 19 january, no-one could have realised that the event would have global implications for the spread of coronavirus. it was a sunday and, as usual, one of the services was being conducted in mandarin. among the congregation at the life church and missions, on the ground floor of an office building, was a couple, both aged 56, who'd arrived that morning from china.  as they took their seats, they seemed perfectly healthy so there was no reason to think they might be carrying the virus. at that time, a persistent cough was understood to be the most distinctive feature of covid-19 and it was seen as the most likely way to transmit it. having no symptoms of the disease should have meant having no chance of spreading it.  the couple left as soon as the service was over. but shortly afterwards, things took a turn for the worse, and in a wholly confusing way. the wife started to become ill on january 22, followed by her husband two days later. because they had flown in from wuhan, the epicentre of the outbreak, that was no big surprise.  but over the following week, three local people also came down with the disease for no obvious reason, leading to one of singapore's first and most baffling coronavirus cases. working out what had happened would lead to a new and disturbing insight into how the virus was so successfully finding new victims.  mobilising 'disease detectives'  ""we were extremely perplexed,"" says dr vernon lee, head of communicable diseases at singapore's ministry of health. ""people who didn't know one another somehow infected each other,"" while showing no sign of illness. this new batch of cases simply did not make sense, according to what was known about covid-19 back then.  so dr lee and his fellow scientists, along with police officers and specialist disease trackers, launched an investigation, generating detailed maps showing who was where and when. this involved the very best of the process known as contact tracing - a version of which is getting under way now in the uk. it's seen as a vital system for tracking down everyone involved in an outbreak and helping to stamp it out, and singapore is renowned for the skill and speed with which this is carried out.     early in the pandemic, singapore was seen as a shining example of how to tackle the virus  amazingly, within a few days, investigators had spoken to no fewer than 191 members of the church and had found out that 142 of them had been there that sunday. they quickly established that two of the singaporeans who became infected had been at the same service as the chinese couple.  ""they could have spoken to each other, greeted each other, during the usual activities of a church service,"" says dr lee.  that was a useful start and would explain in theory how the infection could have been passed on, apart from one key factor. it did not answer the crucial question of how the virus could have been transmitted by the two chinese people when at that stage they had shown no indication of having the disease.  and on top of that was an even greater puzzle. it was confirmed that the third singaporean to become infected, a 52-year-old woman, had not been at the same service as the others. instead she had attended another event in the same church later that day, so how could she have picked up the virus?  evidence no-one expected  investigators resorted to going through the cctv recordings made at the church that sunday to search for clues. and they stumbled across something completely unexpected - the woman who'd attended the later service, after the chinese couple had left, had sat in the seats they had used several hours earlier.  somehow, despite having no symptoms and not feeling ill, the chinese husband and wife had managed to spread the virus. maybe they'd had it on their hands and touched the seats, maybe their breath carried the infection and it landed on a surface, it's not clear, but the implications were huge.  for dr lee, piecing everything together, there was only one possible explanation - that the virus was being passed by people who had it without even realising. this was a revelation that would be relevant the world over because the central message of all public health advice on coronavirus has always been to look out for symptoms in yourself and others.  but if the virus was also being spread by people without symptoms, silently and invisibly, how could the disease be stopped? he remembers the moment, while working in his office, when the reality dawned on him. ""every time you make a scientific discovery, it is like a 'eureka' moment when you realise that this is something important that you've uncovered, through the hard work of many individuals and teams.""  spread before symptoms show  what was revealed was what's known as ""pre-symptomatic transmission"" where someone is unaware of being infected because the cough, fever and other classic symptoms have yet to begin.     singapore saw a rise in cases after appearing to have the virus under control  along with many others, this study highlighted a critical period of 24-to-48 hours before the visible onset of the disease in which people can be highly infectious, perhaps even their most infectious.  being aware of that is potentially invaluable, because as soon as you realise you're ill then everyone you've been in close contact with can be warned to stay at home.  that would mean that they would be isolating during the key phase of infection before their own symptoms start. but exactly how the disease can be transmitted without a cough to project droplets containing the virus is still open to debate.  one option is that simply breathing or talking to someone can do the job. if the virus is reproducing in the upper respiratory tract at that time then it's possible that some of it will emerge with each exhalation. anyone close enough, especially indoors, could easily pick it up.  and another potential form of transmission is by touch - the virus gets onto someone's hands and they touch another person or a door handle - or a seat in a church. whatever the route, the virus is clearly exploiting the fact that people are bound to be less vigilant if they're not aware that they might be infected.  some people never show symptoms  this is an even more mysterious scenario, and one that scientists simply have no definitive answer to. it's one thing to know that people can be infectious before their symptoms show, quite another when they become infected but never have any sign of it.  this is what's known as being ""asymptomatic"" because you are a carrier of the disease but do not suffer in any way yourself. the most famous case is that of an irish woman who was working as a cook in new york at the beginning of the last century.     wherever mary mallon was employed, in house after house, people became ill with typhoid and at least three, maybe many more, died of it, but she was completely unaffected. eventually a connection was established and it was confirmed that she was the unwitting spreader of the disease.  reporters dubbed her ""typhoid mary"", a label she always resented, but the authorities took no chances and kept her in confinement for 23 years until her death in 1938.  assumptions undermined  staff nurse amelia powell was shocked when she found out that she is asymptomatic. she was at work on her hospital ward at addenbrooke's hospital in cambridge in april when a doctor rang to give her the result of a swab test.  she had been feeling normal and safe behind the personal protective equipment she had to wear while caring for patients with covid-19. but suddenly all those assumptions were undermined because, to her horror, she had tested positive.  ""it was a bit like hearing that someone in the family had passed, it was surreal. ""i thought, 'this can't be right, not me, i'm absolutely fine,'"" says 23-year-old amelia.  she had to leave her post straightaway to go into isolation at home.  ""i was worried because i've seen the other side, with patients deteriorating very quickly with it, so i did wonder if this would happen to me."" but, to her surprise, at no point did she feel unwell. ""i had nothing, literally - i was exercising indoors, eating normally, sleeping normally.""  at the moment it's impossible to know how many cases of infection exist but remain hidden from view.  the discovery that amelia was infected was only revealed because she was part of a study of all the staff at her hospital. it produced the surprising result that as many as 3% of more than 1,000 people were positive while showing no symptoms at the time of the test.  an even greater proportion of asymptomatic cases was found on the diamond princess cruise ship which had been sailing off the coast of japan earlier this year. later branded ""a petri dish for infection"", it had around 700 cases.  researchers found that three quarters of the people who had tested positive had no symptoms.  and at a care home in washington state more than half the residents were positive but had no sign of the illness.  'no single reliable study'  different studies suggest a huge range of possibilities for how many cases are asymptomatic stretching from 5% to 80% of cases. that was the conclusion of an analysis by prof carl heneghan of the university of oxford and colleagues who looked at 21 research projects.  the upshot, they said, was that ""there is not a single reliable study to determine the number of asymptomatics"". and they said that if the screening for covid-19 is only carried out on people with symptoms - which has been the main focus of uk testing policy - then cases will be missed, ""perhaps a lot of cases"".  the risk of 'silent spreaders'  the biggest concern of amelia, the nurse, was that she might have unwittingly transmitted the virus either to those she works with or to the patients who depend on her help.  ""i don't think i passed it on because all the colleagues i work with tested negative but it was worrying to think how long i'd been positive for,"" she says. ""but we still don't know if people who are asymptomatic are contagious or not - it's very bizarre and the information about it at the moment is minimal.""  one study in china which found that the number of asymptomatic cases was actually greater than those with symptoms had a warning for the authorities. ""as 'silent spreaders',"" the scientists wrote, ""asymptomatic carriers warrant attention as part of disease prevention and control.""     the team that studied that diamond princess reckoned that asymptomatic cases were likely to be less infectious than people with symptoms but even so they're estimated to have caused a significant number of cases.  the 'dark matter' of asymptomatic infection  to try to get an answer, scientists in norwich are pushing for the population of the entire city to be tested.  ""asymptomatic cases may be the 'dark matter' of the epidemic,"" according to prof neil hall, head of the earlham institute, a life science research centre, who's leading the initiative. dark matter is the invisible substance believed to make up most of the matter in the universe, and it's yet to be identified.  prof hall worries that asymptomatic cases may actually be driving the pandemic, keeping it going despite public health measures. ""if you have people who don't know they're ill while using public transport and health care facilities, inevitably that's going to increase transmission,"" he says.  ""any intervention that's only based on people coming to primary health care when they have symptoms will only deal with half the problem.""  a team of scientists in california believes that not knowing who's carrying the virus without symptoms is the ""achilles heel"" of the fight against the pandemic.     china launched a mass testing programme in wuhan  in their view, the only way to stop the disease from spreading is to find out who's infected regardless of whether they think they are or not. that was also the recommendation of mps on the commons science and technology committee in a letter to the prime minister boris johnson.  they wrote that the risk of asymptomatic transmission has ""a profound consequence for the management of the pandemic"". and they said that anyone looking after vulnerable people - such as health workers or care workers - should be given regular testing.  a similar approach is being adopted on a far larger scale in the chinese city of wuhan, where the pandemic is thought to have begun.  as many as 6.5 million people there were tested in as little as nine days in a mass screening programme designed to detect the disease - including in those showing no symptoms.  easing of lockdown  as lockdown measures are eased and more people start to use public transport, return to work or go shopping, getting to grips with the invisible risk matters more than ever. at the moment, there is no way of telling who among the growing crowds may be carrying the virus without knowing.  that's why governments the world over say it's essential that everyone cooperates with efforts to trace the contacts of anyone infected and then quickly self-isolates. they also advise that the best defence remains social distancing - to keep apart wherever you can. but where that isn't possible, the recommendation is to cover your face, even with a mask that's homemade.     more and more governments are advising wearing face masks  when the us government announced this policy, it highlighted the discoveries made in the church in singapore back in january. the logic is that this is not about protecting yourself, it's about protecting others from you, in case you're infected but don't know it.  many health professionals worry that masks might distract people from hand washing or social distancing, or increase the risk of contamination if they're clumsily handled. but more and more governments, most recently that of the uk, have become convinced of the benefits.  not that face coverings will halt the pandemic on their own. but because there's still so little we know about asymptomatic transmission, almost anything is worth a try.  you may also be interested in:  when you talk to intensive care doctors across the uk, exhausted after weeks of dealing with the ravages of covid-19, one phrase emerges time after time: ""we've never seen anything like this before.""  they knew a new disease was coming, and they were expecting resources to be stretched by an unknown respiratory infection which had first appeared in china at the end of last year.  ""it felt in some ways like we were trying to prepare for the d-day landings,"" says barbara miles, clinical director of intensive care at glasgow royal infirmary, ""with three weeks to get ready and not a great deal of knowledge about what we would be facing"".  read a summary, often in their own words, of what doctors have learnt about how covid-19 attacks the human body."
health,"science photo library  cancer patients need to take extra care  around 2.5 million people most at risk of needing hospital treatment if they catch coronavirus are being asked to stay at home.  this ""shielding"" is to protect lives.  why do it?  while everyone is being advised to keep their distance from other people to help stop the spread of coronavirus, some people with underlying health conditions need to take even more precautions to protect themselves.  the guidance on shielding is being kept under review as the uk moves out of lockdown.  people in england and wales who have been asked to stay at home and shield will be able to spend some time outdoors again from monday 1 june, while continuing to follow social distancing rules.  it means those with families will be able to go out once a day with members of their household. people living alone can meet someone from another household while maintaining social distancing - keeping 2 metres apart.  other parts of the uk have not yet recommended the same.  who should shield?  those most at risk, who include:  solid organ transplant recipients  some people with cancer who are undergoing treatments such as chemotherapy and radiotherapy  people on immunosuppression drugs  women who are pregnant and have heart disease  people with severe respiratory conditions - cystic fibrosis, severe asthma and copd  some people with rare diseases such as severe combined immunodeficiency  while it is true that the risk from coronavirus goes up with age, over half of those shielding are under the age of 70, say officials. over 90,000 are children.  anyone in this highest risk category who has not yet received a letter from the nhs or been contacted by their doctor should get in touch with their gp or hospital doctor by phone or online.  this does not include all elderly people, although they are strongly advised to practise social distancing.  is it compulsory?  experts strongly advise people with serious underlying health conditions to follow the advice. if this applies to you, shielding is for your personal protection - it is your choice to decide whether to follow the recommendations.  you could call your doctor to discuss this.  what does it entail?  it means staying at home and following the guidelines. you should not go out to work, to shop or visit friends in their homes.  you should avoid any face-to-face contact, so that means no visitors.  visits from people who provide you essential healthcare and personal support are fine. carers and care workers should stay away if they have any of the symptoms of coronavirus and anyone coming into your home should keep their hands clean by washing with soap and water.  what about any people i live with?  they do not need to shield themselves but must make sure they follow recommendations to shield you.  they should also stringently follow the guidance on social distancing.  they should also keep some physical distance (two metres) from you and keep to a minimum the time spent in shared spaces such as the kitchen, bathroom and lounge. shared spaces should be kept well ventilated - open a window.  if you can, use a separate bathroom and bedroom from the rest of the household, and also make sure you use separate towels.   don't share cutlery  if you share a toilet and bathroom, make sure they are cleaned after every use. consider drawing up a rota for bathing, with you using the facilities first.  use the kitchen when others are not in there and take your meals back to your room to eat. coronavirus is spread through droplets (from coughs and sneezes), so do not share cutlery or crockery, unless it is clean. use a dishwasher if you have one. soap or washing up liquid and water gets rid of the virus too.  keep surfaces that are frequently touched clean - door handles, taps and handrails.  what about my medicine and food?  communities minister robert jenrick said parcels of food, which would be free initially, and medicines would be delivered to those affected via community hubs.  the treasury will cover the cost and in time hope to refine the scheme so it is ""more tailored to individuals' needs"".  how long will shielding last?  in england, people have been asked to shield until the end of june and this date will be reviewed. in wales, it's 15 and in northern ireland and scotland people have been advised to shield for at least 12 weeks from when they were first told to.  the ultimate ambition is to be able to control the virus enough so that people can move out of shielding. a vaccine could help towards this.  what should i do if i get a cough or fever?  these are symptoms of coronavirus. it does not mean that you definitely have it, but you should contact the nhs 111 online coronavirus service or call nhs 111 or your doctor. do this as soon as you get symptoms. do not visit the gp, pharmacy, urgent care centre or hospital.  in an emergency, call 999 if you are seriously ill.  other tips to stay safe and well  good hygiene can stop the virus spreading:  keep physically active by exercising indoors or in your garden if that's possible.  look after your mental wellbeing. stay in touch with friends on the phone, by post or online.  prepare a hospital bag just in case - this should include your emergency contact, a list of medicines you take and any information on your planned care appointments as well as things you would need for an overnight stay, such as a toothbrush and pyjamas.  extra help  you can register for support with food, shopping and deliveries and additional care.  over two million food boxes have been delivered in england since the programme started."
health,"bryony hopkins  for those living with underlying health conditions, the thought of contracting coronavirus can be terrifying. but while the numbers may appear bleak, there are many people considered high risk who are making a full recovery, as i personally discovered.  panic rose in my chest as i failed to catch my breath. all i had done was walk up the stairs. was this covid-19? was it in my home, in my body, in my lungs?  i have crohn's disease, an autoimmune disease which means my digestive system attacks itself. it's classed as a ""serious underlying health condition"" at this time.  one of the main treatments is immunosuppressive therapies, drugs which reduce the strength of the body's immune system making it more susceptible to infections.  when the first coronavirus symptoms arrived - fever, tiredness - i naively thought ""this doesn't feel that bad"".  when you live with a chronic illness, you live with perspective. i have gone through health crises i wouldn't wish on my worst enemy - open abdominal operations, the removal of my large bowel and a few scrapes with death along the way.  so as my temperature spiked, my mind was full of questions and the horror stories i had read about. would i end up in hospital? would i need a ventilator? am i going to die?  there was no opportunity to be tested, but a doctor suggested it was covid-19. i was told to hold tight and go to a&e if my condition worsened.  after eight days, my symptoms eased. my suppressed immune system had done a good job.  i am not alone in my story. there are many people, like me, considered high risk who have made a full recovery.  ""i tried to stay positive even though i was scared""   khadija  khadija, 25 from leeds, has lived with type 1 diabetes since she was a baby. her pancreas no longer produces insulin, so an external pump, attached to her stomach, administers it for her.  ""i was really apprehensive when i heard i was in the high-risk category,"" she says. ""i just thought, 'i could get it and what would happen if i do?' i was frightened.""  khadija lives with her mum, a nurse who comes into contact with covid-19 patients, and four weeks ago she started to experience some of the virus symptoms.  she had ""achy bones"" and was ""really short of breath"" with chest pains and a temperature.  ""i was panicking at first when i got the symptoms. i knew my immune system wasn't up to scratch.  ""all over the news is the death rate, there wasn't anything about people recovering and surviving. the way i saw it was as soon as you go into hospital with it, you're not going to be coming out alive.""  paramedics were sent to her house, but they decided khadija didn't need to go to hospital. they suggested she call 111 to arrange a test, but none were available.  ""i tried to keep a positive outlook even though i was scared,"" she says.  a few weeks on and khadija has made a good recovery.  ""i felt safer inside""   freya  feya, 37, from manchester, lives with several chronic conditions including asthma, for which she takes steroids. steroids are also a form of immunosuppressants and therefore make you vulnerable to the virus.  before the lockdown, feya felt anxious. news of the virus dominated the media and she experienced a panic attack while out shopping.  ""it was the worst i've ever been,"" she says. ""i wasn't bothered about the lockdown because i felt safer inside.""  two weeks later, feya felt unwell with fatigue and unsteady breathing. she visited her gp who told her to self-isolate.  but she rapidly deteriorated - ""i was coughing so much and struggling to breathe"" and her boyfriend had to call for an ambulance.  ""they said if we could make our own way to a&e that's what we should do because they were so busy.""  feya stayed in hospital for five hours but wasn't admitted so wasn't offered a covid-19 test. her symptoms persisted for another two weeks, including a second ambulance call-out, and she felt completely drained of energy for weeks, but slowly she recovered.  ""i went outside for the first time in two months the other day, which was nice!""  ""you can catch this and only have mild symptoms""   joe dunster  joe dunster has nephrotic syndrome, a kidney condition which resulted in a kidney transplant in 2000. he too is on immunosuppressants.  ""when it started to become apparent the transplant community were in the high-risk group, i needed to shield of course, so i got home and locked down,"" he says.  but that didn't stop him developing coronavirus symptoms. he believes he may have contracted it from his wife, a doctor, who also became unwell.  ""we both suffered from tightness of the chest. at first, we wondered if it was anxiety, but into the weekend i didn't feel quite right. i felt quite wheezy and went on to develop a cough.""  joe also developed a temperature and at that point felt all the symptoms pointed towards coronavirus.  ""the next few days i felt so unwell. the cough and the wheeze stuck around for 10 days.  he says there was ""anxiety"" about what it could turn into, ""but i never felt poorly enough to get seriously worried"".  slowly, he and his wife recovered.  ""it's good that people realise that you can catch this and only have mild symptoms and go on to make a good recovery.""  there is still some uncertainty about whether you can catch covid-19 twice.  that's why khadija, feya, joe and i continue to stay inside.  additional reporting by drew miller hyndman.  for more disability news, follow bbc ouch on twitter and facebook, and subscribe to our podcasts."
health,"video  during the covid-19 pandemic, doctors have had to deal with death more often than many are used to, and due to restrictions in place over hospital visitors, they are often the last person to spend time with a terminally ill patient. filmmaker paul myles spoke to five doctors administering end-of-life care during the crisis.  produced and directed by paul myles  edited and directed by matan rochlitz  animations may kindred-boothby  camera chris walter  music ed dowie  executive producer greg brosnan"
health,"iproov  facial recognition in the nhs app could be used as the basis for immunity tests  facial recognition has been added as a way of logging in to an nhs app that lets people order prescriptions, book appointments and find healthcare data.  initially, it will allow faster access to the services on the app, which is separate from the contact-tracing one.  but its developers say it could also be used for covid-19 ""immunity passports"".  such passports, where people carry documented proof they have immunity because of a past infection, are already being tested in estonia.  health secretary matt hancock has previously hinted at the possible use of a ""system of certification"" for those with antibodies for coronavirus.  the nhs facial-recognition system, built by iproov and available in england for both android devices and ios, requires users to submit a photo of themselves from an official document such as their passport or driving license.  the system scans a person's face using their phone and, following a short sequence of flashing colours, their identification will be verified and they will have access to all the services on the nhs app.  more than a million people have now registered with nhs login, with a peak of more than 60,000 new ids verified during the first week of april.  founder andrew bud told bbc news: ""nhs digital has built a strong and trusted identity system in nhs login, which, in my opinion, should form the basis of the uk's immunity passport.  ""whether they do so is a decision for them.""  in response, a spokesperson for nhs digital said it ""has not been commissioned to apply this technology to any other purposes beyond providing a secure login capability via mobile devices"".  immunity passports need to link a person's identity to their coronavirus test results, so would require a robust way of allowing people to verify themselves.  those deemed clear of the virus could then prove their status via a code generated by an app.  the idea has proved controversial, not least because there is no hard scientific evidence that having had the coronavirus provides people with long-lasting immunity.  the world health organization has warned countries against implementing such passports, saying: ""there is currently no evidence that people who have recovered from covid-19 and have antibodies are protected from a second infection.""  societal impact     more countries are gearing up to offer mass antibody tests to the public  but mr bud said: ""at-home antibody tests are coming soon and will quickly cause the creation of a whole information system, of which they will be at the heart.  ""that is inevitable and is no longer subject to political choice.  ""there are big questions that this system will pose to society - such as how to discourage people from uploading false immunity results, how to prevent discrimination on the basis of immunity status and how to stop information leaking uncontrollably.""  estonia has begun testing one of the world's first immunity passports, which would allow citizens to show their coronavirus test results to third parties, such as employers or even restaurants.  taavet hinrikus, founder of transferwise, the company is developing the technology for the estonian system, said it would ""diminish fears and stimulate societies all over the globe to move on with their lives amidst the pandemic"".  but dr tom fisher, a senior researcher at privacy international, said the implementation of such measures needed to be ""necessary, proportionate and based on the epidemiological evidence"".  ""for the moment, immunity passports do not meet this test,"" he said.  ""we must be concerned about the broad societal impact of such immunity passports.  ""they are essentially about limiting the rights of those who are not deemed to be immune.  ""this is a route to exclusion and discrimination.  ""similarly, an improperly implemented programme risks perverse effects, like people deliberately seeking to get infected to gain the benefits of a status of being immune.""  robin tombs, the chief executive of digital identity company yoti said it would be ""technically simple"" to extend its work with coronavirus testers at geneme to antibody tests but: ""the science on covid-19 immunity is still too early to issue meaningful immunity passports."""
health,"pa media  ""do everything you can to signal to friends that things are not back to normal""  the uk is starting to relax its coronavirus lockdown rules, meaning some of us can now see friends and family we have been separated from for months.  under the new rules:  from monday, people in england can meet in groups of up to six people in outdoor spaces like parks or private gardens - as long as you remain two metres (six feet) apart  can meet in groups of up to six people in outdoor spaces like parks or private gardens - as long as you remain two metres (six feet) apart in scotland , members of two different households - up to eight people - are allowed to meet outdoors if they maintain social distancing  , members of two different households - up to eight people - are allowed to meet outdoors if they maintain social distancing in wales , people from two different households will be able to meet each other outdoors from monday while maintaining social distancing  , people from two different households will be able to meet each other outdoors from monday while maintaining social distancing groups of up to six people who are not in the same household can meet outdoors in northern ireland if they stay two metres apart  we asked doctor and tv presenter xand van tulleken for his thoughts on ensuring our gatherings are as safe as possible.  details of the rules vary across the uk, so if you are living outside of england some of the advice below may not apply to you.   dr xand van tulleken: ""we have to have quite a high level of paranoia""  1. who to invite  the first thing to do is think about who you're inviting and what pressures that invitation will put on them - we are very differently vulnerable to this virus.  if you're inviting overweight men who are older, they face a very different risk to young families with young children. if you're inviting people who've had the virus that's very different again. think about the invitation and think about who you're putting at risk.  if you're thinking of inviting a 70-year-old overweight man, i would consider having quite a detailed conversation about the risks they were prepared to accept.  if you're shielding you obviously cannot attend these gatherings.  2. how to arrive  if you are hosting an event and people can get into the garden directly, brilliant.  if they can't and people are walking through the house, it would be reasonable to tell them to wear a mask, wash their hands when they get into the house, and then go straight into the garden. they shouldn't touch anything. you need to get them to the garden as quickly as possible.  3. social distancing  to maintain social distancing, about a quarter of a tennis court is what you need for a six-person gathering if everyone is from different households, which is massive.  if you had 12 two-metre by two-metre picnic blankets, you would each need to sit at the intersections where the blankets meet to guarantee that you're two metres away from the other people in your group and two metres away from passersby. i don't expect everyone's got 12 picnic blankets but that is at least the distances that we're talking about.     one creative approach to distancing attempted in a brooklyn park  you need to find some way of measuring. you could get a two-metre pole, a bamboo cane, a tape measure or a broom or whatever you can improvise with, hold it and spin around in a circle - everyone needs to be able to do that without knocking into each other.  in your garden, you could mark two metres out with blankets, chalk or masking tape to create little zones for people - no-one from separate households should be sitting next to one another on a bench.  when we talk about gardens, i look at mine and it's a very small space. to have more than two people in it socially distanced would be impossible.  4. food and cutlery  in terms of bringing your own cutlery, it's difficult. everyone through these sets of guidelines is going to have to determine how much risk they're prepared to accept.  if you think you've had coronavirus and/or you're low risk, meaning you're young, you're slim, you're female - those are the main variables - your behaviour at a picnic is probably going to be much more relaxed with regards to things like sharing the potato salad and using other people's cutlery. but of course you need to be doing everything you can to stop yourself being a carrier and making other people ill.  if you are a man who's older and overweight and don't think you've had the virus, i would say bring your own cutlery and bring your own coleslaw.  5. washing hands  if you're in the park you might not be able to wash your hands, so i would say bring hand gel, wipes and perhaps water to wash your hands with or identify a sink nearby.  if you're having people in your garden, you need to do everything you can to signal to them that things are not back to normal and to help them feel safe and you feel safe.  media playback is unsupported on your device media caption the university of westminster's dr adele mccormick demonstrates how to wash your hands  you could ask your guests to set their alarms for every 45 minutes or every hour in a staggered way, then everyone could wash their hands when their alarm goes off. if you're hosting, say to everyone ""we're all going to wash our hands once an hour"".  you could also have a sign somewhere in the toilet that says ""wash your hands"".  6. using the toilet  there needs to be at least two minutes between people using the toilet.  you should flush with the seat down - a lot of people don't bother with this but the spray from the toilet generates an aerosol and there is coronavirus in bodily fluids.  once you flush, then you need to wipe down the loo. you need either disinfectant wipes in the loo, or you need a spray with some disposable towels.  you also need a fresh hand towel for everyone drying their hands so you're not re-contaminating from the usual hand towel that hangs in the bathroom.  you want a pile of disposable towels and you want a large quantity of soap available in the bathroom. all the surfaces need to be wiped down.  even then, remember it's not a risk-free zone. probably the toilet paper is going to be contaminated - you are definitely taking a risk by doing this.  7. reunions with children  you're not allowed to hug people and that's the rule. but in my experience, if a small child wants a hug, it's virtually impossible to stop them. for people with nieces, nephews, grandchildren, godchildren or other important children in their lives who they haven't been able to see for a long time, if you're going to a picnic in their garden, it's going to be quite difficult to avoid contact.  i would say, if you do end up having a hug at least don't grab the person and pull them into your face. a proper full-frontal hug is the most dangerous, but a child hugging your leg is much less dangerous.  the only safe advice though is not to hug.  8. alcohol and time-limits  you should do anything you can do to signal that this is not a normal gathering. you are having a picnic or gathering at a time of a deadly serious disease circulating widely in the population. we still have a high level of transmission in the uk.  alcohol does break down inhibitions and people get much more tactile when they're drunk.  the other thing is the time limit. if you spend all afternoon in the garden with people drinking, that's wildly different to coming over and saying we're going to sit two metres apart for an hour and we'll wear a mask on the way in.  anything you can do to flag to people that this is not a normal gathering will make you and them feel safer.  9. the clean-up  the virus either moves through the air, or it moves through droplets coming out of people's mouths and landing on surfaces and people touching those droplets. i would get out your household cleaning products and wipe down all surfaces once people have left.  this virus is unpredictable and dangerous - significantly more dangerous than other viruses that circulate in the uk. we have to have quite a high level of paranoia about it."
